cliente_ID,desistencia,genero,idade_>=_65,tem_parceiro,tem_dependentes,assinatura_provedor_internet,assinatura_adicional_seguranca_online,assinatura_adicional_backup_online,assinatura_adicional_protecao_dispositivo,assinatura_adicional_suporte_tecnico_menos_tempo_espera,assinatura_TV_cabo,assinatura_streaming_filmes,contrato,fatura_online,forma_pagamento,gastos_mensais,gastos_diarios,gasto_total
0336-PIKEI,No,Male,1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,2.48,5360.75
0337-CNPZE,Yes,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,3.54,4443.45
0343-QLUZP,No,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,1.32,2424.5
0345-HKJVM,Yes,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,2.98,577.6
0345-XMMUG,No,Female,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.9,3.63,4854.3
0348-SDKOL,Yes,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,3.4,5885.4
0354-WYROK,Yes,Female,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,3.3,2911.3
0356-ERHVT,No,Male,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,1.53,521.9
0356-OBMAC,No,Female,1,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,3.33,5706.3
0361-HJRDX,No,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,2.14,4539.6
0362-ZBZWJ,Yes,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,2.83,3067.2
0363-QJVFX,Yes,Male,0,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3.6,3432.9
0363-SVHYR,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,2.9,6263.8
0365-BZUWY,No,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,3.42,1742.5
0365-GXEZS,No,Male,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.2,2.61,1468.75
0365-TRTPY,No,Female,0,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3.04,3382.3
0369-ZGOVK,No,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,2.35,1992.2
0373-AIVNJ,No,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,39.55,1.32,373
0374-AACSZ,No,Female,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.15,1.67,50.15
0374-IOEGQ,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,1.49,122.7
0375-HVGXO,Yes,Female,0,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,1.16,34.7
0376-OIWME,No,Male,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.6,3.12,3366.05
0376-YMCJC,Yes,Male,0,No,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,3.02,1943.2
0377-JBKKT,No,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1.93,1271.8
0378-CJKPV,No,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,3.74,7965.95
0378-NHQXU,Yes,Female,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,88.25,2.94,1460.65
0378-TOVMS,Yes,Female,0,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.8,2.86,272.2
0378-XSZPU,Yes,Male,0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,2.01,3563.8
0379-DJQHR,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,2.71,5398.6
0380-NEAVX,No,Male,1,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3.33,3343.15
0383-CLDDA,No,Female,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,2.84,5897.4
0384-LPITE,No,Male,0,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2.07,2511.55
0384-RVBPI,No,Male,0,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4,2.15,1398.6
0388-EOPEX,Yes,Female,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2.48,139.4
0390-DCFDQ,Yes,Female,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,2.35,70.45
0392-BZIUW,No,Female,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.0,3.5,7589.8
0396-UKGAI,No,Male,0,No,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1.84,1284.2
0396-YCHWO,No,Male,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3.18,3474.2
0397-GZBBC,Yes,Male,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85,3.13,5574.75
0401-WDBXM,No,Male,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,3.52,7542.25
0402-CQAJN,Yes,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.9,3.4,3545.35
0404-SWRVG,Yes,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2.48,229.55
0406-BPDVR,Yes,Female,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.5,3.38,5373.1
0407-BDJKB,Yes,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,3.19,5742.9
0409-WTMPL,No,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),110.65,3.69,6526.65
0410-IPFTY,No,Female,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2.8,2674.15
0411-EZJZE,No,Female,0,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,2.01,170.5
0412-UCCNP,No,Male,0,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2,1.97,3175.85
0415-MOSGF,Yes,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,1.48,44.4
0419-YAAPX,No,Male,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3,2.84,4297.95
0420-BWTPW,Yes,Male,0,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,0.85,215.2
0420-HLGXF,No,Female,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,3.32,4036
0420-TXVSG,No,Male,0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,2.2,4428.45
0422-UXFAP,No,Female,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,3.3,4947.55
0423-UDIJQ,No,Male,1,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.2,1.64,447.9
0428-IKYCP,No,Male,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,2.9,1850.65
0430-IHCDJ,No,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,1.63,749.25
0431-APWVY,Yes,Female,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,3.0,2598.95
0432-CAJZV,No,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.7,3.02,237.65
0434-CSFON,No,Female,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,3.35,4707.1
0436-TWFFZ,No,Female,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,2.84,5714.2
0439-IFYUN,No,Female,1,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,2.49,1294.6
0440-EKDCF,No,Male,0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.15,2.0,3753.2
0440-MOGPM,No,Female,0,No,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,2.68,3263.9
0440-QEXBZ,No,Female,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,1.67,2139.1
0440-UEDAI,No,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,3.15,5042.75
0442-ZXKVS,No,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,3.85,6431.05
0447-BEMNG,Yes,Female,0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,1.51,2145
0447-RXSGD,No,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,3.32,2404.85
0454-OKRCT,No,Male,0,No,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2.69,2651.1
0455-ENTCR,No,Male,0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,2.84,5538.35
0455-XFASS,No,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,2.32,200.2
0458-HEUZG,No,Female,0,No,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,35.4,1.18,450.4
0459-SPZHJ,No,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,2.78,5435
0461-CVKMU,Yes,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,83.8,2.79,1900.25
0463-ZSDNT,No,Male,0,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.75,1.89,503.25
0468-YRPXN,No,Male,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,3.29,2807.1
0471-ARVMX,No,Female,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.85,3.49,6312.9
0471-LVHGK,Yes,Male,0,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,2.43,3001.2
0475-RIJEP,Yes,Male,0,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,2.6,3365.85
0479-HMSWA,No,Female,0,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,3.52,2715.3
0480-BIXDE,No,Female,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,3.23,1743.05
0481-SUMCB,No,Female,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,3.4,4735.35
0484-FFVBJ,No,Male,0,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.85,2.16,2010.95
0486-HECZI,Yes,Male,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,3.22,5238.9
0487-CRLZF,No,Female,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,2.48,3721.9
0487-RPVUM,No,Male,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,3.31,5943.65
0488-GSLFR,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,2.32,69.5
0489-WMEMG,No,Female,0,No,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45,1.65,1119.35
0491-KAPQG,No,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.7,2.46,1558.7
0495-RVCBF,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,2.66,79.7
0495-ZBNGW,Yes,Male,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,2.66,343.95
0496-AHOOK,No,Male,0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,2.48,1712.9
0504-HHAPI,Yes,Female,1,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2.94,2467.75
0506-LVNGN,Yes,Female,1,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,2.52,349.65
0508-OOLTO,No,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,2.39,135.75
0511-JTEOY,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,2.37,71.1
0512-FLFDW,No,Female,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,3.35,6029
0513-RBGPE,No,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2.09,2278.75
0515-YPMCW,Yes,Male,0,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,2.35,70.45
0516-OOHAR,No,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,3.34,2799
0516-UXRMT,No,Female,0,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,3.07,5755.8
0516-WJVXC,Yes,Female,0,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,1.81,308.25
0519-XUZJU,Yes,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,2.36,70.75
0520-FDVVT,Yes,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3.41,3626.1
0523-VNGTF,No,Female,1,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,1.68,2566.3
0524-IAVZO,Yes,Female,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2.83,2624.25
0526-SXDJP,No,Male,0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,1.4,2962
0529-ONKER,Yes,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,2.52,1146.65
0530-IJVDB,No,Male,0,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.6,3.82,7882.5
0531-XBKMM,No,Male,0,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.7,2.19,4378.9
0531-ZZJWQ,No,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0,2.47,4052.4
0533-BNWKF,Yes,Female,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,2.85,4874.7
0533-UCAAU,No,Male,1,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,2.37,4140.1
0536-ACXIP,No,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,3.65,8165.1
0536-ESJEP,No,Male,0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,2.48,4191.45
0537-QYZZN,No,Male,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,2.66,1857.75
0541-FITGH,No,Female,0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,2.07,113.1
0549-CYCQN,No,Male,1,No,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,2.65,3974.7
0550-DCXLH,No,Male,0,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,73.35,2.44,931.55
0556-FJEGU,No,Male,0,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,2.34,4048.95
0557-ASKVU,No,Female,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1.81,957.1
0562-FGDCR,No,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,2.48,5430.65
0562-KBDVM,No,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,1.49,3058.15
0564-JJHGS,Yes,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,3.18,829.1
0564-MUUQK,No,Female,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,3.18,1916.2
0565-IYCGT,Yes,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,2.62,5356.45
0565-JUPYD,No,Male,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,3.48,6590.8
0567-GGCAC,No,Female,0,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.4,2.05,438.9
0567-XRHCU,No,Female,0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,1.46,2960.1
0570-BFQHT,No,Female,0,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,2.68,653.9
0572-ZJKLT,No,Female,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,3.32,4630.2
0575-CUQOV,No,Male,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,3.26,5867
0576-WNXXC,Yes,Male,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,3.18,2510.2
0577-WHMEV,No,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,3.02,1374.9
0578-SKVMF,Yes,Female,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,2.78,1845.9
0580-PIQHM,No,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,3.39,3930.55
0581-BXBUB,No,Female,1,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,2.42,317.75
0581-MDMPW,No,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2.97,2072.75
0584-BJQGZ,No,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,2.61,1837.9
0585-EGDDA,No,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,2.67,3168.75
0587-DMGBH,Yes,Female,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,1.66,365.55
0595-ITUDF,No,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,3.06,5960.5
0596-BQCEQ,Yes,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,3.34,6283.3
0599-XNYDO,No,Female,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,2.33,1540.35
0601-WZHJF,Yes,Male,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,1.55,667.7
0602-DDUML,No,Female,0,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,2.33,3894.4
0603-OLQDC,No,Male,0,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,2.33,837.5
0604-THJFP,No,Female,0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,2.53,4542.35
0607-MVMGC,No,Male,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,2.62,3600.65
0611-DFXKO,Yes,Male,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,2.97,1820.45
0612-RTZZA,Yes,Female,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,0.84,25.25
0616-ATFGB,Yes,Male,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,0.84,25.05
0617-AQNWT,Yes,Female,0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,47.85,1.6,3147.5
0617-FHSGK,Yes,Male,0,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,2.51,3678.3
0618-XWMSS,Yes,Male,0,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2.5,2068.55
0619-OLYUR,No,Male,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,3.73,8071.05
0620-DLSLK,No,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,2.73,1028.9
0621-HJWXJ,No,Female,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,2.72,5029.05
0621-JFHOL,No,Female,0,No,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,0.99,299.05
0621-TWIEM,Yes,Male,0,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,1.52,402.6
0623-EJQEG,No,Male,0,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,3.12,6069.25
0623-GDISB,No,Female,0,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,1.62,48.45
0623-IIHUG,Yes,Female,1,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,1.4,840.1
0628-CNQRM,Yes,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,2.25,1544.05
0634-SZPQA,Yes,Female,0,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,3.0,2169.8
0635-WKOLD,No,Male,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2.36,2921.75
0637-KVDLV,Yes,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2.55,162.45
0637-UBJRP,Yes,Male,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,2.8,1095.3
0637-YLETY,Yes,Female,0,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,3.19,1555.65
0639-TSIQW,Yes,Female,0,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.95,3.43,6886.25
0641-EVBOJ,No,Male,0,No,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.3,2.74,214.4
0643-OKLRP,Yes,Female,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,2.68,3825.85
0644-OQMDK,No,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,2.36,293.85
0650-BWOZN,No,Female,1,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,2.45,1359.45
0654-HMSHN,Yes,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,3.48,2157.95
0654-PQKDW,No,Female,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,2.36,4263.45
0655-RBDUG,Yes,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,3.27,713
0655-YDGFJ,No,Male,0,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,1.63,1323.7
0657-DOGUM,No,Female,0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.6,2.02,2985.25
0661-KBKPA,No,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,2.62,3942.45
0661-WCQNQ,No,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1.88,1292.2
0661-XEYAN,Yes,Female,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,0.86,25.8
0665-XHDJU,No,Male,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,3.31,7285.7
0666-UXTJO,No,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.2,2.84,2874.45
