cliente_ID,contrato,fatura_online,forma_pagamento,gastos_mensais,gasto_total
0581-MDMPW,Month-to-month,Yes,Credit card (automatic),88.95,2072.75
0582-AVCLN,Two year,No,Mailed check,20.3,743.05
0584-BJQGZ,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9
0585-EGDDA,Month-to-month,Yes,Electronic check,80.0,3168.75
0587-DMGBH,Month-to-month,Yes,Electronic check,49.85,365.55
0594-UFTUL,Month-to-month,Yes,Mailed check,19.85,252
0595-ITUDF,Month-to-month,Yes,Electronic check,91.8,5960.5
0596-BQCEQ,Month-to-month,Yes,Electronic check,100.15,6283.3
0599-XNYDO,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35
0601-WZHJF,Month-to-month,No,Electronic check,46.35,667.7
0602-DDUML,Two year,No,Mailed check,69.75,3894.4
0603-OLQDC,Month-to-month,Yes,Mailed check,69.85,837.5
0603-TPMIB,Two year,No,Mailed check,25.45,1534.05
0604-THJFP,Two year,Yes,Credit card (automatic),75.95,4542.35
0607-DAAHE,Two year,No,Bank transfer (automatic),19.75,1052.35
0607-MVMGC,One year,No,Credit card (automatic),78.75,3600.65
0608-JDVEC,Two year,No,Electronic check,19.8,1013.2
0611-DFXKO,Month-to-month,Yes,Mailed check,89.0,1820.45
0612-RTZZA,Month-to-month,No,Electronic check,25.25,25.25
0613-WUXUM,Two year,Yes,Mailed check,19.2,1401.4
0616-ATFGB,Month-to-month,No,Electronic check,25.05,25.05
0617-AQNWT,Two year,No,Electronic check,47.85,3147.5
0617-FHSGK,Month-to-month,No,Credit card (automatic),75.2,3678.3
0618-XWMSS,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55
0619-OLYUR,Two year,Yes,Credit card (automatic),111.9,8071.05
0620-DLSLK,Month-to-month,Yes,Mailed check,81.9,1028.9
0620-XEFWH,Month-to-month,No,Mailed check,18.85,84.2
0621-CXBKL,Two year,No,Mailed check,18.7,1005.7
0621-HJWXJ,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05
0621-JFHOL,Two year,Yes,Mailed check,29.6,299.05
0621-TSSMU,One year,No,Credit card (automatic),19.95,1126.75
0621-TWIEM,Month-to-month,Yes,Electronic check,45.55,402.6
0622-OCUQY,Two year,No,Mailed check,20.05,845.25
0623-EJQEG,One year,No,Electronic check,93.55,6069.25
0623-GDISB,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45
0623-IIHUG,Month-to-month,Yes,Electronic check,41.9,840.1
0625-AFOHS,Two year,No,Mailed check,20.2,558.8
0626-QXNGV,Two year,Yes,Credit card (automatic),24.15,1776.45
0628-CNQRM,One year,Yes,Bank transfer (automatic),67.5,1544.05
0634-SZPQA,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8
0635-WKOLD,One year,No,Credit card (automatic),70.75,2921.75
0637-KVDLV,Month-to-month,Yes,Electronic check,76.5,162.45
0637-UBJRP,Month-to-month,No,Electronic check,84.05,1095.3
0637-YLETY,Month-to-month,Yes,Credit card (automatic),95.6,1555.65
0639-QDHAY,Month-to-month,Yes,Electronic check,89.05,1886.25
0639-TSIQW,Month-to-month,Yes,Credit card (automatic),102.95,6886.25
0640-YJTPY,Two year,No,Bank transfer (automatic),21.0,1493.75
0641-EVBOJ,Month-to-month,Yes,Mailed check,82.3,214.4
0643-OKLRP,Month-to-month,No,Electronic check,80.35,3825.85
0644-OQMDK,Month-to-month,Yes,Electronic check,70.65,293.85
0650-BWOZN,Month-to-month,Yes,Electronic check,73.55,1359.45
0654-HMSHN,Month-to-month,No,Electronic check,104.4,2157.95
0654-PQKDW,One year,Yes,Bank transfer (automatic),70.75,4263.45
0655-RBDUG,Month-to-month,Yes,Bank transfer (automatic),98.05,713
0655-YDGFJ,Month-to-month,No,Bank transfer (automatic),48.95,1323.7
0657-DOGUM,One year,Yes,Bank transfer (automatic),60.6,2985.25
0661-KBKPA,One year,Yes,Mailed check,78.75,3942.45
0661-KQHNK,One year,No,Credit card (automatic),19.0,105.5
0661-WCQNQ,One year,Yes,Credit card (automatic),56.25,1292.2
0661-XEYAN,Month-to-month,Yes,Mailed check,25.8,25.8
0665-XHDJU,Two year,Yes,Electronic check,99.4,7285.7
0666-UXTJO,Month-to-month,Yes,Credit card (automatic),85.2,2874.45
0667-NSRGI,One year,Yes,Mailed check,69.55,3435.6
0668-OGMHD,Month-to-month,No,Electronic check,28.5,629.35
0670-ANMUU,One year,No,Credit card (automatic),97.65,6687.85
0670-KDOMA,Month-to-month,Yes,Mailed check,20.25,20.25
0673-IGUQO,Month-to-month,No,Mailed check,20.45,20.45
0674-DGMAQ,Month-to-month,Yes,Electronic check,93.5,2970.8
0674-EYYZV,Month-to-month,Yes,Electronic check,54.65,54.65
0674-GCDXG,Two year,Yes,Bank transfer (automatic),71.9,4479.2
0675-NCDYU,Two year,Yes,Credit card (automatic),116.4,8543.25
0678-RLHVP,Two year,No,Electronic check,105.55,5682.25
0679-IDSTG,Month-to-month,Yes,Electronic check,69.25,69.25
0679-TDGAK,One year,No,Electronic check,75.5,4025.6
0680-DFNNY,Month-to-month,Yes,Electronic check,101.1,1504.05
0682-USIXD,Month-to-month,Yes,Electronic check,86.05,1818.9
0684-AOSIH,Month-to-month,Yes,Electronic check,95.0,95
0685-MLYYM,Month-to-month,No,Electronic check,70.75,154.85
0687-ZVTHB,One year,No,Credit card (automatic),72.45,4653.85
0689-DSXGL,Month-to-month,No,Bank transfer (automatic),85.8,4433.3
0689-NKYLF,Month-to-month,Yes,Electronic check,83.2,1060.6
0690-SRQID,Month-to-month,Yes,Mailed check,19.65,67.55
0691-IFBQW,One year,Yes,Electronic check,110.0,4874.8
0691-JVSYA,One year,Yes,Bank transfer (automatic),94.85,5000.2
0691-NIKRI,One year,Yes,Credit card (automatic),105.95,4335.2
0696-UKTOX,Month-to-month,No,Electronic check,54.15,1312.45
0697-ZMSWS,Month-to-month,Yes,Electronic check,85.65,338.9
0699-NDKJM,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45
0699-XSLUE,One year,No,Electronic check,85.45,6300.85
0701-RFGFI,Month-to-month,Yes,Bank transfer (automatic),95.4,4613.95
0701-TJSEF,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95
0702-PGIBZ,Month-to-month,Yes,Electronic check,101.7,364.55
0704-VCUMB,Two year,No,Credit card (automatic),20.25,1278.8
0707-HOVVN,Two year,Yes,Bank transfer (automatic),75.5,5212.65
0708-LGSMF,Month-to-month,Yes,Electronic check,65.85,902.25
0708-SJDIS,Month-to-month,No,Mailed check,65.0,2157.5
0709-TVGUR,Month-to-month,Yes,Electronic check,74.55,622.9
0716-BQNDX,Two year,No,Electronic check,93.75,5625.55
0719-SYFRB,Month-to-month,Yes,Mailed check,61.65,713.75
0722-SVSFK,Month-to-month,Yes,Electronic check,100.4,715
0722-TROQR,Month-to-month,Yes,Electronic check,74.9,321.75
0723-DRCLG,Month-to-month,Yes,Electronic check,74.45,74.45
0723-FDLAY,One year,Yes,Bank transfer (automatic),85.25,3704.15
0723-VSOBE,One year,No,Electronic check,34.2,1596.6
0725-CXOTM,One year,Yes,Credit card (automatic),89.65,3348.1
0727-BMPLR,One year,Yes,Electronic check,100.0,5509.3
0727-BNRLG,Two year,Yes,Credit card (automatic),97.65,6743.55
0727-IWKVK,Month-to-month,Yes,Electronic check,79.9,741.7
0730-BGQGF,Two year,No,Credit card (automatic),90.3,6287.3
0730-KOAVE,Month-to-month,Yes,Credit card (automatic),94.3,2679.7
0731-EBJQB,One year,Yes,Electronic check,20.4,1090.65
0732-OCQOC,Two year,Yes,Bank transfer (automatic),25.05,1270.25
0733-VUNUW,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55
0734-OXWBT,Month-to-month,No,Mailed check,70.7,225.65
0739-UUAJR,Two year,Yes,Credit card (automatic),53.8,3952.45
0742-LAFQK,Two year,Yes,Electronic check,99.15,7422.1
0742-MOABM,Month-to-month,No,Mailed check,50.05,179.35
0742-NXBGR,Month-to-month,Yes,Electronic check,82.3,82.3
0743-HNPFG,One year,Yes,Credit card (automatic),69.75,3562.5
0743-HRVFF,One year,Yes,Electronic check,56.15,2898.95
0744-BIKKF,Two year,No,Bank transfer (automatic),86.65,6224.8
0744-GKNGE,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25
0746-JTRFU,Month-to-month,Yes,Electronic check,25.05,56.35
0748-RDGGM,One year,Yes,Bank transfer (automatic),109.5,7534.65
0749-IRGQE,Month-to-month,No,Electronic check,45.3,528.45
0750-EBAIU,One year,No,Electronic check,91.25,4738.3
0750-EKNGL,Month-to-month,No,Mailed check,20.75,141.1
0754-EEBDC,Two year,No,Mailed check,19.9,76.65
0754-UKWQP,Month-to-month,Yes,Electronic check,95.85,197.7
0756-MPZRL,One year,No,Credit card (automatic),33.7,1537.85
0757-WCUUZ,Two year,No,Credit card (automatic),63.35,3409.1
0761-AETCS,Month-to-month,No,Electronic check,19.3,19.3
0769-MURVM,Two year,No,Bank transfer (automatic),65.7,4575.35
0769-WXZYU,Two year,No,Bank transfer (automatic),26.1,980.35
0771-CHWSK,Two year,Yes,Credit card (automatic),74.6,4798.4
0771-WLCLA,Month-to-month,Yes,Electronic check,112.95,1882.55
0772-GYEQQ,Month-to-month,Yes,Mailed check,88.35,262.05
0774-IFUVM,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35
0774-RMNUW,Two year,No,Bank transfer (automatic),59.7,4122.65
0778-NELLA,Month-to-month,Yes,Credit card (automatic),34.7,296.1
0780-XNZFN,Two year,No,Bank transfer (automatic),20.65,1125.6
0781-LKXBR,Month-to-month,Yes,Electronic check,100.5,918.6
0784-GTUUK,One year,Yes,Credit card (automatic),23.75,1446.8
0784-ZQJZX,Two year,No,Credit card (automatic),19.9,1529.65
0786-IVLAW,One year,No,Bank transfer (automatic),108.1,7238.6
0786-VSSUD,Month-to-month,Yes,Mailed check,39.0,679.85
0787-LHDYT,Month-to-month,Yes,Credit card (automatic),20.6,330.25
0788-DXBFY,One year,Yes,Electronic check,19.55,1108.8
0793-TWELN,Month-to-month,Yes,Electronic check,80.15,319.85
0794-YVSGE,Two year,No,Bank transfer (automatic),20.3,1401.15
0795-GMVQO,One year,No,Credit card (automatic),109.9,7332.4
0795-LAFGP,Two year,No,Electronic check,90.4,6668.05
0795-XCCTE,Two year,No,Bank transfer (automatic),25.4,1809.35
0799-DDIHE,Month-to-month,No,Electronic check,46.3,639.45
0804-XBFBV,Month-to-month,No,Electronic check,25.2,321.05
0804-YGEQV,One year,Yes,Bank transfer (automatic),24.45,993.15
0807-ZABDG,Month-to-month,Yes,Mailed check,55.1,154.65
0810-BDHAW,One year,No,Electronic check,78.4,1832.4
0810-DHDBD,One year,No,Credit card (automatic),74.0,3877.65
0811-GSDTP,Month-to-month,No,Electronic check,30.15,382.2
0812-WUPTB,Month-to-month,No,Mailed check,70.85,70.85
0813-TAXXS,Two year,Yes,Bank transfer (automatic),77.8,4323.35
0815-MFZGM,Two year,Yes,Credit card (automatic),99.0,4135
0816-TSPHQ,Month-to-month,No,Mailed check,20.75,44.2
0817-HSUSE,Month-to-month,Yes,Electronic check,75.5,75.5
0818-OCPZO,Month-to-month,Yes,Electronic check,81.45,2122.05
0820-FNRNX,Month-to-month,Yes,Mailed check,66.7,1077.05
0822-GAVAP,Month-to-month,Yes,Electronic check,34.7,62.25
0822-QGCXA,Month-to-month,No,Electronic check,83.85,2310.2
0823-HSCDJ,Month-to-month,Yes,Electronic check,49.15,2550.9
0824-VWDPO,One year,No,Bank transfer (automatic),96.75,4442.75
0825-CPPQH,Two year,No,Credit card (automatic),19.1,1372.45
0827-ITJPH,Two year,Yes,Credit card (automatic),18.55,689
0829-DDVLK,One year,No,Credit card (automatic),20.1,302.45
0829-XXPLX,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15
0831-JNISG,Two year,No,Mailed check,19.8,1396.25
0835-DUUIQ,One year,No,Bank transfer (automatic),21.05,531.55
0835-JKADZ,Two year,Yes,Electronic check,111.25,7984.15
0836-SEYLU,Month-to-month,No,Mailed check,40.65,328.95
0839-JTCUD,Two year,No,Credit card (automatic),89.9,5958.85
0839-QNXME,Two year,No,Credit card (automatic),19.4,578.5
0840-DCNZE,One year,Yes,Bank transfer (automatic),86.95,4138.9
0840-DFEZH,Month-to-month,Yes,Electronic check,75.35,564.65
0840-JCCUW,Month-to-month,Yes,Electronic check,45.0,89.75
0841-NULXI,Month-to-month,Yes,Electronic check,35.55,35.55
0842-IWYCP,Month-to-month,No,Bank transfer (automatic),44.95,2168.9
0843-WTBXE,Month-to-month,No,Bank transfer (automatic),85.45,4517.25
0847-HGRML,Two year,No,Bank transfer (automatic),20.0,1250.1
0848-SOMKO,Two year,No,Bank transfer (automatic),48.4,3442.8
0848-ZGQIJ,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15
0851-DFJKB,Month-to-month,No,Electronic check,58.95,955.15
0853-NWIFK,One year,Yes,Electronic check,100.3,4483.95
0853-TWRVK,Two year,No,Bank transfer (automatic),105.6,7581.5
0854-UYHZD,Two year,No,Mailed check,19.55,265.3
0856-NAOES,Month-to-month,No,Mailed check,60.9,414.1
0859-YGKFW,One year,No,Bank transfer (automatic),20.05,345.9
0862-PRCBS,Two year,Yes,Credit card (automatic),103.75,7039.45
0864-FVJNJ,One year,No,Electronic check,113.35,7222.75
0866-QLSIR,One year,Yes,Mailed check,64.4,2088.75
0867-LDTTC,Month-to-month,No,Bank transfer (automatic),75.15,392.65
0867-MKZVY,Month-to-month,No,Electronic check,82.4,1592.35
0868-VJRDR,Two year,Yes,Credit card (automatic),104.05,6605.55
0869-PAPRP,Month-to-month,Yes,Credit card (automatic),85.7,2067
0870-VEMYL,Month-to-month,No,Credit card (automatic),53.85,259.8
0871-OPBXW,Month-to-month,Yes,Mailed check,20.05,39.25
0871-URUWO,Month-to-month,Yes,Credit card (automatic),102.25,1359
0872-CASZJ,One year,Yes,Mailed check,69.1,4096.9
0872-JCPIB,Month-to-month,No,Bank transfer (automatic),65.75,1111.2
0872-NXJYS,Month-to-month,Yes,Electronic check,79.55,723.4
0875-CABNR,Month-to-month,Yes,Credit card (automatic),84.6,865.55
0876-WDUUZ,Month-to-month,Yes,Credit card (automatic),85.4,425.9
0877-SDMBN,One year,Yes,Bank transfer (automatic),103.95,5639.05
0880-FVFWF,Month-to-month,Yes,Electronic check,86.4,4922.4
0880-TKATG,Month-to-month,No,Electronic check,101.15,385.9
0883-EIBTI,Month-to-month,No,Mailed check,19.5,31.55
0885-HMGPY,Two year,No,Bank transfer (automatic),69.4,4237.5
0886-QGENL,Month-to-month,Yes,Electronic check,101.25,2754.45
0887-HJGAR,Month-to-month,Yes,Mailed check,45.7,45.7
0887-WBJVH,One year,Yes,Electronic check,93.45,4872.2
0895-DQHEW,Month-to-month,Yes,Electronic check,104.3,5278.15
0895-LMRSF,One year,Yes,Bank transfer (automatic),64.9,1509.8
0895-LNKRC,One year,No,Mailed check,19.45,113.5
0895-UADGO,Two year,Yes,Mailed check,44.55,343.45
0897-FEGMU,Month-to-month,Yes,Electronic check,99.5,1056.95
0898-XCGTF,One year,Yes,Bank transfer (automatic),96.5,5673.7
0899-LIIBW,Month-to-month,No,Electronic check,100.85,3527.3
0899-WZRSD,Month-to-month,Yes,Mailed check,105.35,5794.45
0902-RFHOF,One year,No,Mailed check,20.1,730.1
0902-XKXPN,Two year,No,Bank transfer (automatic),20.2,1376.5
0906-QVPMS,Two year,No,Bank transfer (automatic),115.15,8349.45
0907-HQNTS,Two year,Yes,Credit card (automatic),113.0,7987.6
0909-SDHNU,Month-to-month,No,Mailed check,29.8,201.95
0909-SELIE,Two year,Yes,Bank transfer (automatic),80.8,4860.85
0910-AJOHQ,Two year,Yes,Bank transfer (automatic),115.1,7334.05
0913-XWSCN,Month-to-month,No,Bank transfer (automatic),85.5,4713.4
0916-KNFAJ,Two year,Yes,Mailed check,69.9,4226.7
0916-QOFDP,Month-to-month,Yes,Electronic check,95.8,1346.3
0917-EZOLA,Two year,Yes,Bank transfer (automatic),104.15,7689.95
0921-OHLVP,Month-to-month,No,Electronic check,83.05,1799.3
0923-PNFUB,Month-to-month,No,Electronic check,83.75,247.25
0924-BJCRC,Month-to-month,No,Electronic check,89.45,5294.6
0925-VYDLG,Month-to-month,No,Electronic check,75.25,242
0927-CNGRH,Month-to-month,No,Mailed check,19.55,19.55
0927-LCSMG,Month-to-month,No,Mailed check,74.65,544.55
0928-JMXNP,Month-to-month,Yes,Electronic check,29.9,118.25
0928-XUTSN,Month-to-month,Yes,Electronic check,80.5,1011.8
0929-HYQEW,Month-to-month,Yes,Mailed check,50.15,160.85
0929-PECLO,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8
0930-EHUZA,One year,Yes,Mailed check,76.35,2606.35
0931-MHTEM,One year,Yes,Credit card (automatic),100.05,5299.65
0932-YIXYU,Two year,No,Credit card (automatic),20.25,1029.8
0936-NQLJU,Two year,No,Credit card (automatic),20.65,875.55
0939-EREMR,Month-to-month,No,Mailed check,53.45,718.1
0939-YAPAF,Month-to-month,Yes,Electronic check,100.25,3527.6
0940-OUQEC,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8
0942-KOWSM,Two year,No,Bank transfer (automatic),80.8,2369.3
0943-ZQPXH,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9
0945-TSONX,Two year,Yes,Credit card (automatic),85.3,4107.25
0946-CLJTI,Month-to-month,Yes,Electronic check,98.7,5812.6
0946-FKYTX,One year,No,Mailed check,30.1,1623.4
0947-IDHRQ,Month-to-month,Yes,Mailed check,80.3,526.7
0947-MUGVO,Month-to-month,Yes,Electronic check,73.65,1463.5
0950-TZGED,Two year,Yes,Bank transfer (automatic),25.95,1444.05
0952-KMEEH,Month-to-month,No,Mailed check,98.15,1230.25
0953-LGOVU,Month-to-month,No,Mailed check,35.5,432.25
0956-ACVZC,One year,Yes,Credit card (automatic),94.1,5060.9
0956-SYCWG,One year,No,Electronic check,19.65,244.8
0958-YHXGP,Month-to-month,Yes,Mailed check,69.9,497.3
0959-WHOKV,One year,Yes,Electronic check,99.0,4298.45
0960-HUWBM,Two year,Yes,Bank transfer (automatic),104.1,6700.05
0961-ZWLVI,One year,Yes,Credit card (automatic),109.2,5290.45
0962-CQPWQ,Two year,No,Bank transfer (automatic),20.3,1296.15
0963-ZBDRN,Month-to-month,Yes,Electronic check,96.2,3183.4
0967-BMLBD,One year,Yes,Mailed check,20.0,196.35
0968-FTNYZ,Month-to-month,Yes,Electronic check,56.0,764.55
0968-GSIKN,Month-to-month,Yes,Mailed check,70.8,70.8
0969-RGKCU,One year,No,Credit card (automatic),19.8,677.05
0970-ETWGE,Month-to-month,Yes,Electronic check,89.55,89.55
0970-QXPXW,Month-to-month,No,Mailed check,19.65,19.65
0971-QIFJK,Two year,No,Bank transfer (automatic),24.25,1641.8
0973-KYVNF,Two year,Yes,Credit card (automatic),70.65,5011.15
0975-UYDTX,One year,Yes,Credit card (automatic),90.1,2312.55
0975-VOOVL,Month-to-month,No,Mailed check,29.2,98.5
0979-MOZQI,Two year,Yes,Bank transfer (automatic),39.0,2337.45
0979-PHULV,Month-to-month,Yes,Credit card (automatic),99.45,7007.6
0980-FEXWF,One year,No,Mailed check,50.35,1285.8
0980-PVMRC,Month-to-month,Yes,Electronic check,50.85,2036.55
0983-TATYJ,One year,Yes,Mailed check,51.45,1758.9
0988-AADSA,Two year,No,Bank transfer (automatic),80.85,5824.75
0988-JRWWP,Month-to-month,Yes,Electronic check,54.2,140.4
0991-BRRFB,Month-to-month,No,Electronic check,49.4,874.8
0993-OSGPT,One year,Yes,Bank transfer (automatic),60.65,3975.9
0997-YTLNY,Month-to-month,No,Mailed check,48.8,953.65
0999-QXNSA,Month-to-month,Yes,Mailed check,45.75,344.2
1000-AJSLD,Month-to-month,Yes,Mailed check,20.1,20.1
1004-NOZNR,One year,No,Credit card (automatic),94.8,5264.3
1009-IRMNA,Month-to-month,No,Bank transfer (automatic),20.0,137.6
1010-DIAUQ,Month-to-month,No,Bank transfer (automatic),96.5,492.55
1013-QCWAM,Month-to-month,Yes,Electronic check,100.8,6690.75
1015-JPFYW,One year,No,Mailed check,19.45,136.75
1015-OWJKI,Month-to-month,No,Mailed check,19.05,19.05
1016-DJTSV,Month-to-month,Yes,Electronic check,69.7,572.85
1017-FBQMM,One year,Yes,Credit card (automatic),106.05,6703.5
1020-JPQOW,Month-to-month,No,Electronic check,90.55,5116.6
1022-RKXDR,One year,Yes,Mailed check,24.85,962.25
1023-BQXZE,Two year,Yes,Bank transfer (automatic),74.35,4317.35
1024-GUALD,Month-to-month,Yes,Electronic check,24.8,24.8
1024-KPRBB,One year,Yes,Mailed check,89.1,3342
1024-VRZHF,Month-to-month,Yes,Electronic check,74.95,825.7
1025-FALIX,Month-to-month,Yes,Credit card (automatic),69.05,1815.65
1027-LKKQQ,Two year,Yes,Bank transfer (automatic),80.45,5886.85
1028-FFNJK,Month-to-month,Yes,Electronic check,101.5,2917.65
1029-QFBEN,Month-to-month,No,Mailed check,19.55,19.55
1031-IIDEO,Month-to-month,Yes,Electronic check,70.85,70.85
1032-MAELW,One year,Yes,Electronic check,78.45,5333.35
1035-IPQPU,Month-to-month,Yes,Electronic check,103.5,6479.4
1036-GUDCL,Month-to-month,Yes,Credit card (automatic),79.05,4663.4
1038-RQOST,Month-to-month,No,Mailed check,20.6,414.95
1038-ZAGBI,One year,No,Bank transfer (automatic),19.8,229.6
1041-RXHRA,Month-to-month,No,Bank transfer (automatic),70.25,2868.05
1042-HFUCW,One year,Yes,Credit card (automatic),54.75,1266.35
1043-UXOVO,Two year,Yes,Credit card (automatic),113.15,7993.3
1043-YCUTE,Two year,Yes,Credit card (automatic),25.15,1327.15
1045-LTCYT,Month-to-month,No,Credit card (automatic),21.05,139.75
1047-NNCBF,Month-to-month,No,Credit card (automatic),70.55,1493.55
1047-RNXZV,Two year,No,Mailed check,19.55,876.15
1049-FYSYG,Month-to-month,Yes,Credit card (automatic),35.65,646.05
1051-EQPZR,Month-to-month,No,Mailed check,19.6,780.25
1051-GEJLJ,Month-to-month,No,Mailed check,19.5,27.55
1052-QJIBV,Two year,No,Credit card (automatic),19.9,1397.3
1053-MXTTK,Two year,Yes,Bank transfer (automatic),108.65,7726.35
1057-FOGLZ,Month-to-month,No,Mailed check,19.65,391.7
1058-CIYUA,One year,Yes,Electronic check,106.5,5621.85
1060-ENTOF,One year,Yes,Credit card (automatic),105.4,7035.6
1061-PNTHC,Month-to-month,Yes,Mailed check,109.6,5953
1062-LHZOD,Month-to-month,Yes,Mailed check,69.9,69.9
1063-DHQJF,Two year,Yes,Mailed check,92.15,6480.9
1064-FBXNK,One year,No,Credit card (automatic),19.85,19.85
1066-JKSGK,Month-to-month,No,Mailed check,20.15,20.15
1069-QJOEE,One year,No,Electronic check,19.9,505.45
1069-XAIEM,Month-to-month,Yes,Electronic check,85.05,85.05
1073-XXCZD,Two year,No,Bank transfer (automatic),25.7,1443.65
1074-AMIOH,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1
1074-WVEVG,One year,No,Mailed check,20.35,1267
1075-BGWOH,Month-to-month,Yes,Electronic check,98.75,1587.55
1077-HUUJM,Month-to-month,Yes,Electronic check,71.05,472.65
1078-TDCRN,Month-to-month,Yes,Electronic check,30.75,82.85
1080-BWSYE,Two year,No,Credit card (automatic),25.65,1740.8
1084-MNSMJ,Two year,No,Credit card (automatic),85.5,4421.95
1084-UQCHV,Month-to-month,No,Bank transfer (automatic),69.75,69.75
1085-LDWAM,One year,Yes,Credit card (automatic),20.35,1442.65
1086-LXKFY,Month-to-month,Yes,Mailed check,69.1,69.1
